[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.9] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.02] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.15] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.9] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.15] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.87] ,[0.89] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[0.02] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.06] ,[298.06] ,[298.06] ,[298.06] ,[299.03] ,[298.94] ,[298.96] ,[298.94] ,[298.99] ,[298.93] ,[298.93] ,[298.95] ,[298.43] ,[298.43] ,[298.43] ,[298.44] ,[298.42] ,[298.42] ,[298.42] ,[298.42] ,[298.42] ,[298.42] ,[298.42] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.15] ,[299.15] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.89] ,[0.03] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[298.64] ,[298.63] ,[298.63] ,[298.06] ,[298.06] ,[298.06] ,[298.06] ,[298.06] ,[298.06] ,[298.06] ,[298.06] ,[298.06] ,[298.06] ,[0.0] ,[0.0] ,[0.0] ,[0.5] ,[0.0] ,[0.04] ,[0.0] ,[0.1] ,[0.0] ,[0.0] ,[0.54] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.42] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.15] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.9] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.62] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.5] ,[0.0] ,[0.04] ,[0.0] ,[0.1] ,[0.0] ,[0.0] ,[0.54] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.42] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.15] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.9] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.62] ,[0.0] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.5] ,[0.0] ,[0.04] ,[0.0] ,[0.1] ,[0.0] ,[0.0] ,[0.54] ,[0.0] ,[0.0] ,[0.0] ,[0.04] ,[0.02] ,[0.02] ,[0.02] ,[0.02] ,[0.02] ,[0.02] ,[298.44] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.15] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[0.92] ,[0.03] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.62] ,[0.0] ,[0.5] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.04] ,[0.0] ,[0.1] ,[0.0] ,[0.0] ,[0.54] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.44] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.16] ,[0.25] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.13] ,[2.12] ,[1.48] ,[0.36] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.62] ,[0.0] ,[0.5] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.04] ,[0.0] ,[0.1] ,[0.0] ,[0.0] ,[0.54] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.44] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.16] ,[0.24] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.95] ,[299.91] ,[299.03] ,[299.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.05] ,[299.05] ,[299.05] ,[299.05] ,[0.0] ,[0.0] ,[0.01] ,[298.62] ,[0.0] ,[0.5] ,[0.5] ,[0.5] ,[0.03] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.04] ,[0.0] ,[0.1] ,[0.0] ,[0.0] ,[0.54] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.44] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.16] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.19] ,[297.19] ,[299.95] ,[0.0] ,[0.05] ,[299.04] ,[298.99] ,[0.03] ,[0.0] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[299.05] ,[0.0] ,[0.0] ,[299.05] ,[299.05] ,[299.05] ,[299.05] ,[299.12] ,[0.0] ,[0.0] ,[0.0] ,[0.57] ,[0.11] ,[0.02] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.05] ,[0.02] ,[0.1] ,[0.0] ,[0.0] ,[0.56] ,[0.07] ,[0.07] ,[0.07] ,[0.08] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[298.44] ,[0.0] ,[299.16] ,[299.16] ,[299.16] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.16] ,[299.16] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.39] ,[299.81] ,[2.76] ,[0.0] ,[0.0] ,[0.07] ,[299.02] ,[297.94] ,[0.17] ,[0.35] ,[298.41] ,[299.05] ,[299.05] ,[299.05] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.62] ,[0.22] ,[0.22] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.22] ,[0.22] ,[0.22] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.04] ,[0.0] ,[0.09] ,[0.0] ,[0.0] ,[0.5] ,[0.0] ,[0.0] ,[0.0] ,[0.07] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[299.16] ,[299.16] ,[299.16] ,[0.0] ,[299.16] ,[0.0] ,[0.0] ,[0.97] ,[0.97] ,[0.0] ,[0.0] ,[299.16] ,[299.16] ,[299.16] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.08] ,[299.73] ,[299.63] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[1.12] ,[298.9] ,[299.05] ,[299.05] ,[298.72] ,[0.65] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.53] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.04] ,[0.0] ,[0.09] ,[0.0] ,[0.0] ,[0.5] ,[0.0] ,[0.0] ,[0.0] ,[0.07] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.12] ,[0.39] ,[0.0] ,[0.0] ,[299.16] ,[0.0] ,[299.16] ,[299.16] ,[299.16] ,[0.0] ,[299.16] ,[299.16] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.04] ,[299.51] ,[299.88] ,[0.25] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.03] ,[0.1] ,[0.62] ,[0.54] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.53] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.04] ,[0.0] ,[0.09] ,[0.0] ,[0.0] ,[0.5] ,[0.0] ,[0.0] ,[0.0] ,[0.07] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.73] ,[0.0] ,[0.0] ,[0.0] ,[299.16] ,[299.16] ,[299.16] ,[0.0] ,[299.16] ,[299.16] ,[299.16] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.06] ,[299.72] ,[299.99] ,[0.53] ,[0.04] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.07] ,[0.07] ,[0.11] ,[0.05] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.53] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.04] ,[0.0] ,[0.09] ,[0.0] ,[0.0] ,[0.5] ,[0.0] ,[0.0] ,[0.0] ,[0.74] ,[0.73] ,[0.73] ,[0.73] ,[0.73] ,[0.73] ,[0.73] ,[0.73] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.56] ,[300.01] ,[299.98] ,[0.33] ,[0.09] ,[0.03] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.08] ,[0.01] ,[0.08] ,[0.07] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.53] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.04] ,[0.0] ,[0.09] ,[0.0] ,[0.0] ,[0.5] ,[0.0] ,[0.0] ,[0.0] ,[0.68] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.28] ,[297.95] ,[299.66] ,[300.03] ,[300.03] ,[299.48] ,[0.03] ,[0.0] ,[0.07] ,[0.09] ,[0.09] ,[0.08] ,[0.08] ,[0.08] ,[0.09] ,[0.02] ,[0.09] ,[0.07] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.53] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.04] ,[0.0] ,[0.09] ,[0.0] ,[0.0] ,[0.5] ,[0.0] ,[0.0] ,[0.0] ,[0.68] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.01] ,[0.66] ,[299.79] ,[2.18] ,[0.56] ,[0.12] ,[0.02] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.02] ,[0.01] ,[0.01] ,[0.01] ,[0.02] ,[0.09] ,[0.08] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.58] ,[0.0] ,[0.0] ,[0.0] ,[0.53] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.04] ,[0.0] ,[0.09] ,[0.0] ,[0.0] ,[0.5] ,[0.0] ,[0.0] ,[0.0] ,[0.68] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[300.04] ,[300.04] ,[299.43] ,[0.03] ,[0.02] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.02] ,[0.07] ,[0.07] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.09] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.6] ,[0.53] ,[0.53] ,[0.53] ,[0.53] ,[0.0] ,[0.0] ,[0.22] ,[0.22] ,[0.22] ,[0.22] ,[0.0] ,[0.0] ,[0.22] ,[0.22] ,[0.22] ,[0.23] ,[0.23] ,[0.24] ,[0.21] ,[0.26] ,[0.23] ,[0.23] ,[0.71] ,[0.68] ,[0.68] ,[0.68] ,[0.68] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.16] ,[0.17] ,[0.01] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.02] ,[0.08] ,[0.08] ,[0.08] ,[0.07] ,[0.09] ,[0.09] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.01] ,[0.08] ,[0.08] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
